speaker_ID,sex,length,origin_path
285,M,48318,wav16_cut/p285_223.wav
294,F,48319,wav16_cut/p294_181.wav
225,F,48319,wav16_cut/p225_280.wav
264,F,48320,wav16_cut/p264_118.wav
329,F,48321,wav16_cut/p329_291.wav
256,M,48322,wav16_cut/p256_143.wav
308,F,48322,wav16_cut/p308_344.wav
347,M,48323,wav16_cut/p347_017.wav
295,F,48326,wav16_cut/p295_043.wav
230,F,48326,wav16_cut/p230_017.wav
255,M,48327,wav16_cut/p255_211.wav
361,F,48328,wav16_cut/p361_253.wav
264,F,48328,wav16_cut/p264_262.wav
310,F,48329,wav16_cut/p310_117.wav
298,M,48329,wav16_cut/p298_171.wav
326,M,48330,wav16_cut/p326_072.wav
267,F,48331,wav16_cut/p267_049.wav
293,F,48331,wav16_cut/p293_075.wav
230,F,48332,wav16_cut/p230_309.wav
313,F,48332,wav16_cut/p313_244.wav
246,M,48333,wav16_cut/p246_115.wav
281,M,48334,wav16_cut/p281_364.wav
267,F,48334,wav16_cut/p267_082.wav
227,M,48335,wav16_cut/p227_139.wav
254,M,48335,wav16_cut/p254_020.wav
361,F,48337,wav16_cut/p361_238.wav
283,F,48337,wav16_cut/p283_460.wav
269,F,48338,wav16_cut/p269_167.wav
247,M,48339,wav16_cut/p247_082.wav
285,M,48339,wav16_cut/p285_068.wav
317,F,48340,wav16_cut/p317_126.wav
300,F,48341,wav16_cut/p300_045.wav
251,M,48342,wav16_cut/p251_285.wav
310,F,48342,wav16_cut/p310_287.wav
316,M,48343,wav16_cut/p316_134.wav
341,F,48343,wav16_cut/p341_168.wav
311,M,48344,wav16_cut/p311_095.wav
245,M,48344,wav16_cut/p245_331.wav
229,F,48345,wav16_cut/p229_238.wav
314,F,48345,wav16_cut/p314_058.wav
270,M,48346,wav16_cut/p270_099.wav
318,F,48347,wav16_cut/p318_046.wav
347,M,48348,wav16_cut/p347_232.wav
250,F,48350,wav16_cut/p250_431.wav
240,F,48351,wav16_cut/p240_374.wav
308,F,48351,wav16_cut/p308_324.wav
304,M,48352,wav16_cut/p304_048.wav
364,M,48352,wav16_cut/p364_100.wav
303,F,48353,wav16_cut/p303_265.wav
376,M,48353,wav16_cut/p376_266.wav
323,F,48353,wav16_cut/p323_411.wav
248,F,48353,wav16_cut/p248_344.wav
310,F,48353,wav16_cut/p310_341.wav
316,M,48353,wav16_cut/p316_172.wav
268,F,48355,wav16_cut/p268_106.wav
298,M,48356,wav16_cut/p298_115.wav
304,M,48356,wav16_cut/p304_176.wav
333,F,48356,wav16_cut/p333_173.wav
239,F,48356,wav16_cut/p239_069.wav
333,F,48357,wav16_cut/p333_388.wav
295,F,48357,wav16_cut/p295_087.wav
259,M,48358,wav16_cut/p259_032.wav
345,M,48359,wav16_cut/p345_345.wav
286,M,48359,wav16_cut/p286_281.wav
313,F,48360,wav16_cut/p313_033.wav
307,F,48361,wav16_cut/p307_048.wav
271,M,48361,wav16_cut/p271_265.wav
276,F,48361,wav16_cut/p276_138.wav
307,F,48363,wav16_cut/p307_032.wav
345,M,48364,wav16_cut/p345_187.wav
255,M,48364,wav16_cut/p255_230.wav
347,M,48365,wav16_cut/p347_034.wav
237,M,48365,wav16_cut/p237_066.wav
329,F,48366,wav16_cut/p329_181.wav
234,F,48366,wav16_cut/p234_124.wav
277,F,48366,wav16_cut/p277_462.wav
282,F,48367,wav16_cut/p282_040.wav
278,M,48368,wav16_cut/p278_068.wav
265,F,48369,wav16_cut/p265_106.wav
310,F,48369,wav16_cut/p310_355.wav
295,F,48370,wav16_cut/p295_140.wav
298,M,48370,wav16_cut/p298_401.wav
264,F,48370,wav16_cut/p264_455.wav
300,F,48370,wav16_cut/p300_079.wav
272,M,48371,wav16_cut/p272_393.wav
245,M,48371,wav16_cut/p245_200.wav
376,M,48373,wav16_cut/p376_172.wav
295,F,48375,wav16_cut/p295_058.wav
264,F,48376,wav16_cut/p264_342.wav
307,F,48377,wav16_cut/p307_091.wav
234,F,48378,wav16_cut/p234_027.wav
343,F,48378,wav16_cut/p343_132.wav
258,M,48379,wav16_cut/p258_154.wav
233,F,48379,wav16_cut/p233_355.wav
302,M,48380,wav16_cut/p302_097.wav
326,M,48380,wav16_cut/p326_244.wav
254,M,48381,wav16_cut/p254_191.wav
293,F,48383,wav16_cut/p293_046.wav
227,M,48384,wav16_cut/p227_343.wav
254,M,48384,wav16_cut/p254_372.wav
285,M,48384,wav16_cut/p285_162.wav
229,F,48384,wav16_cut/p229_323.wav
302,M,48384,wav16_cut/p302_198.wav
239,F,48384,wav16_cut/p239_423.wav
295,F,48384,wav16_cut/p295_345.wav
306,F,48410,wav16_cut/p306_173.wav
304,M,48473,wav16_cut/p304_371.wav
276,F,48473,wav16_cut/p276_257.wav
279,M,48474,wav16_cut/p279_312.wav
247,M,48474,wav16_cut/p247_463.wav
268,F,48476,wav16_cut/p268_227.wav
244,F,48476,wav16_cut/p244_203.wav
273,M,48477,wav16_cut/p273_371.wav
303,F,48479,wav16_cut/p303_217.wav
326,M,48479,wav16_cut/p326_256.wav
262,F,48480,wav16_cut/p262_213.wav
285,M,48482,wav16_cut/p285_041.wav
281,M,48482,wav16_cut/p281_173.wav
293,F,48482,wav16_cut/p293_073.wav
263,M,48482,wav16_cut/p263_054.wav
272,M,48484,wav16_cut/p272_213.wav
268,F,48486,wav16_cut/p268_407.wav
276,F,48487,wav16_cut/p276_170.wav
295,F,48487,wav16_cut/p295_153.wav
260,M,48490,wav16_cut/p260_230.wav
341,F,48490,wav16_cut/p341_048.wav
310,F,48491,wav16_cut/p310_047.wav
281,M,48491,wav16_cut/p281_280.wav
260,M,48491,wav16_cut/p260_224.wav
264,F,48495,wav16_cut/p264_030.wav
239,F,48495,wav16_cut/p239_208.wav
363,M,48496,wav16_cut/p363_367.wav
284,M,48497,wav16_cut/p284_416.wav
330,F,48497,wav16_cut/p330_028.wav
306,F,48497,wav16_cut/p306_169.wav
323,F,48497,wav16_cut/p323_343.wav
245,M,48498,wav16_cut/p245_332.wav
267,F,48498,wav16_cut/p267_277.wav
339,F,48498,wav16_cut/p339_307.wav
287,M,48499,wav16_cut/p287_286.wav
312,F,48501,wav16_cut/p312_017.wav
293,F,48501,wav16_cut/p293_205.wav
279,M,48501,wav16_cut/p279_406.wav
303,F,48501,wav16_cut/p303_098.wav
335,F,48502,wav16_cut/p335_060.wav
239,F,48502,wav16_cut/p239_118.wav
241,M,48502,wav16_cut/p241_101.wav
301,F,48503,wav16_cut/p301_178.wav
262,F,48504,wav16_cut/p262_330.wav
374,M,48506,wav16_cut/p374_084.wav
286,M,48506,wav16_cut/p286_110.wav
270,M,48507,wav16_cut/p270_364.wav
275,M,48507,wav16_cut/p275_266.wav
305,F,48509,wav16_cut/p305_027.wav
245,M,48510,wav16_cut/p245_175.wav
229,F,48511,wav16_cut/p229_175.wav
293,F,48512,wav16_cut/p293_389.wav
286,M,48512,wav16_cut/p286_117.wav
318,F,48512,wav16_cut/p318_072.wav
295,F,48513,wav16_cut/p295_077.wav
307,F,48513,wav16_cut/p307_381.wav
336,F,48514,wav16_cut/p336_151.wav
364,M,48515,wav16_cut/p364_103.wav
275,M,48515,wav16_cut/p275_279.wav
310,F,48515,wav16_cut/p310_128.wav
238,F,48516,wav16_cut/p238_036.wav
316,M,48516,wav16_cut/p316_260.wav
314,F,48516,wav16_cut/p314_252.wav
341,F,48517,wav16_cut/p341_070.wav
299,F,48517,wav16_cut/p299_405.wav
251,M,48518,wav16_cut/p251_079.wav
284,M,48519,wav16_cut/p284_285.wav
347,M,48520,wav16_cut/p347_117.wav
347,M,48520,wav16_cut/p347_299.wav
334,M,48521,wav16_cut/p334_222.wav
228,F,48521,wav16_cut/p228_280.wav
272,M,48521,wav16_cut/p272_107.wav
374,M,48521,wav16_cut/p374_399.wav
301,F,48523,wav16_cut/p301_336.wav
272,M,48524,wav16_cut/p272_106.wav
341,F,48524,wav16_cut/p341_130.wav
229,F,48525,wav16_cut/p229_080.wav
263,M,48526,wav16_cut/p263_470.wav
330,F,48526,wav16_cut/p330_179.wav
308,F,48526,wav16_cut/p308_414.wav
262,F,48527,wav16_cut/p262_151.wav
308,F,48529,wav16_cut/p308_107.wav
304,M,48530,wav16_cut/p304_034.wav
281,M,48531,wav16_cut/p281_390.wav
265,F,48531,wav16_cut/p265_176.wav
307,F,48532,wav16_cut/p307_072.wav
258,M,48534,wav16_cut/p258_056.wav
243,M,48534,wav16_cut/p243_214.wav
247,M,48534,wav16_cut/p247_351.wav
287,M,48534,wav16_cut/p287_248.wav
243,M,48536,wav16_cut/p243_256.wav
376,M,48537,wav16_cut/p376_118.wav
279,M,48537,wav16_cut/p279_185.wav
374,M,48537,wav16_cut/p374_236.wav
292,M,48538,wav16_cut/p292_385.wav
297,F,48538,wav16_cut/p297_379.wav
272,M,48541,wav16_cut/p272_171.wav
292,M,48542,wav16_cut/p292_093.wav
279,M,48543,wav16_cut/p279_261.wav
307,F,48543,wav16_cut/p307_363.wav
312,F,48544,wav16_cut/p312_395.wav
272,M,48544,wav16_cut/p272_078.wav
376,M,48544,wav16_cut/p376_074.wav
292,M,48546,wav16_cut/p292_377.wav
307,F,48547,wav16_cut/p307_200.wav
330,F,48547,wav16_cut/p330_144.wav
263,M,48547,wav16_cut/p263_200.wav
305,F,48549,wav16_cut/p305_289.wav
243,M,48551,wav16_cut/p243_282.wav
305,F,48552,wav16_cut/p305_306.wav
361,F,48553,wav16_cut/p361_136.wav
323,F,48553,wav16_cut/p323_285.wav
282,F,48554,wav16_cut/p282_020.wav
313,F,48555,wav16_cut/p313_325.wav
341,F,48555,wav16_cut/p341_210.wav
256,M,48555,wav16_cut/p256_175.wav
301,F,48555,wav16_cut/p301_236.wav
307,F,48555,wav16_cut/p307_383.wav
330,F,48555,wav16_cut/p330_085.wav
306,F,48585,wav16_cut/p306_047.wav
284,M,48642,wav16_cut/p284_325.wav
277,F,48643,wav16_cut/p277_295.wav
276,F,48644,wav16_cut/p276_156.wav
259,M,48644,wav16_cut/p259_367.wav
275,M,48645,wav16_cut/p275_026.wav
288,F,48646,wav16_cut/p288_408.wav
241,M,48646,wav16_cut/p241_202.wav
285,M,48646,wav16_cut/p285_182.wav
340,F,48646,wav16_cut/p340_139.wav
308,F,48646,wav16_cut/p308_236.wav
240,F,48647,wav16_cut/p240_044.wav
256,M,48648,wav16_cut/p256_260.wav
294,F,48648,wav16_cut/p294_374.wav
244,F,48649,wav16_cut/p244_115.wav
269,F,48649,wav16_cut/p269_249.wav
311,M,48650,wav16_cut/p311_211.wav
286,M,48651,wav16_cut/p286_033.wav
229,F,48651,wav16_cut/p229_325.wav
313,F,48651,wav16_cut/p313_131.wav
361,F,48652,wav16_cut/p361_092.wav
279,M,48652,wav16_cut/p279_095.wav
313,F,48653,wav16_cut/p313_099.wav
272,M,48654,wav16_cut/p272_181.wav
256,M,48654,wav16_cut/p256_190.wav
245,M,48655,wav16_cut/p245_002.wav
225,F,48655,wav16_cut/p225_294.wav
259,M,48656,wav16_cut/p259_480.wav
283,F,48656,wav16_cut/p283_002.wav
292,M,48656,wav16_cut/p292_114.wav
281,M,48657,wav16_cut/p281_349.wav
297,F,48658,wav16_cut/p297_281.wav
243,M,48659,wav16_cut/p243_208.wav
270,M,48659,wav16_cut/p270_404.wav
299,F,48659,wav16_cut/p299_150.wav
297,F,48661,wav16_cut/p297_319.wav
318,F,48661,wav16_cut/p318_276.wav
262,F,48661,wav16_cut/p262_121.wav
270,M,48662,wav16_cut/p270_050.wav
267,F,48662,wav16_cut/p267_394.wav
283,F,48663,wav16_cut/p283_239.wav
326,M,48663,wav16_cut/p326_220.wav
286,M,48664,wav16_cut/p286_032.wav
376,M,48664,wav16_cut/p376_193.wav
238,F,48664,wav16_cut/p238_235.wav
277,F,48664,wav16_cut/p277_025.wav
254,M,48665,wav16_cut/p254_239.wav
301,F,48665,wav16_cut/p301_138.wav
274,M,48666,wav16_cut/p274_050.wav
305,F,48666,wav16_cut/p305_311.wav
233,F,48666,wav16_cut/p233_032.wav
298,M,48666,wav16_cut/p298_041.wav
305,F,48667,wav16_cut/p305_390.wav
268,F,48667,wav16_cut/p268_376.wav
226,M,48668,wav16_cut/p226_100.wav
240,F,48668,wav16_cut/p240_205.wav
238,F,48668,wav16_cut/p238_069.wav
267,F,48669,wav16_cut/p267_149.wav
316,M,48669,wav16_cut/p316_288.wav
253,F,48670,wav16_cut/p253_301.wav
343,F,48670,wav16_cut/p343_347.wav
314,F,48670,wav16_cut/p314_026.wav
297,F,48671,wav16_cut/p297_159.wav
314,F,48671,wav16_cut/p314_261.wav
341,F,48672,wav16_cut/p341_178.wav
253,F,48672,wav16_cut/p253_189.wav
269,F,48672,wav16_cut/p269_332.wav
282,F,48673,wav16_cut/p282_240.wav
341,F,48673,wav16_cut/p341_122.wav
268,F,48674,wav16_cut/p268_367.wav
295,F,48676,wav16_cut/p295_257.wav
333,F,48676,wav16_cut/p333_234.wav
267,F,48677,wav16_cut/p267_318.wav
303,F,48677,wav16_cut/p303_042.wav
293,F,48677,wav16_cut/p293_274.wav
238,F,48678,wav16_cut/p238_238.wav
284,M,48678,wav16_cut/p284_176.wav
288,F,48679,wav16_cut/p288_083.wav
254,M,48679,wav16_cut/p254_032.wav
299,F,48679,wav16_cut/p299_393.wav
260,M,48680,wav16_cut/p260_204.wav
362,F,48680,wav16_cut/p362_286.wav
362,F,48683,wav16_cut/p362_380.wav
347,M,48683,wav16_cut/p347_166.wav
308,F,48684,wav16_cut/p308_130.wav
326,M,48684,wav16_cut/p326_158.wav
306,F,48684,wav16_cut/p306_258.wav
341,F,48686,wav16_cut/p341_395.wav
247,M,48686,wav16_cut/p247_184.wav
341,F,48686,wav16_cut/p341_117.wav
347,M,48686,wav16_cut/p347_387.wav
243,M,48687,wav16_cut/p243_158.wav
264,F,48688,wav16_cut/p264_202.wav
298,M,48688,wav16_cut/p298_268.wav
241,M,48689,wav16_cut/p241_190.wav
268,F,48689,wav16_cut/p268_233.wav
318,F,48691,wav16_cut/p318_017.wav
272,M,48691,wav16_cut/p272_408.wav
261,F,48692,wav16_cut/p261_424.wav
267,F,48693,wav16_cut/p267_128.wav
274,M,48693,wav16_cut/p274_444.wav
292,M,48696,wav16_cut/p292_129.wav
329,F,48696,wav16_cut/p329_118.wav
244,F,48697,wav16_cut/p244_189.wav
228,F,48697,wav16_cut/p228_075.wav
277,F,48698,wav16_cut/p277_297.wav
307,F,48699,wav16_cut/p307_113.wav
249,F,48699,wav16_cut/p249_256.wav
288,F,48700,wav16_cut/p288_293.wav
292,M,48700,wav16_cut/p292_418.wav
323,F,48700,wav16_cut/p323_213.wav
271,M,48702,wav16_cut/p271_448.wav
308,F,48703,wav16_cut/p308_040.wav
276,F,48703,wav16_cut/p276_318.wav
284,M,48704,wav16_cut/p284_232.wav
361,F,48706,wav16_cut/p361_267.wav
341,F,48708,wav16_cut/p341_254.wav
285,M,48709,wav16_cut/p285_036.wav
283,F,48709,wav16_cut/p283_043.wav
273,M,48710,wav16_cut/p273_138.wav
307,F,48710,wav16_cut/p307_356.wav
268,F,48712,wav16_cut/p268_341.wav
237,M,48715,wav16_cut/p237_300.wav
228,F,48715,wav16_cut/p228_239.wav
317,F,48715,wav16_cut/p317_192.wav
275,M,48715,wav16_cut/p275_280.wav
239,F,48716,wav16_cut/p239_252.wav
301,F,48716,wav16_cut/p301_133.wav
303,F,48716,wav16_cut/p303_153.wav
279,M,48717,wav16_cut/p279_263.wav
305,F,48717,wav16_cut/p305_053.wav
286,M,48718,wav16_cut/p286_223.wav
277,F,48719,wav16_cut/p277_379.wav
314,F,48720,wav16_cut/p314_332.wav
323,F,48720,wav16_cut/p323_100.wav
237,M,48720,wav16_cut/p237_049.wav
264,F,48721,wav16_cut/p264_173.wav
293,F,48721,wav16_cut/p293_173.wav
240,F,48721,wav16_cut/p240_031.wav
293,F,48723,wav16_cut/p293_261.wav
341,F,48724,wav16_cut/p341_323.wav
273,M,48724,wav16_cut/p273_213.wav
275,M,48725,wav16_cut/p275_406.wav
333,F,48726,wav16_cut/p333_026.wav
313,F,48726,wav16_cut/p313_344.wav
254,M,48726,wav16_cut/p254_275.wav
297,F,48726,wav16_cut/p297_324.wav
267,F,48726,wav16_cut/p267_146.wav
347,M,48814,wav16_cut/p347_072.wav
335,F,48815,wav16_cut/p335_378.wav
323,F,48816,wav16_cut/p323_045.wav
277,F,48817,wav16_cut/p277_058.wav
253,F,48817,wav16_cut/p253_017.wav
237,M,48817,wav16_cut/p237_330.wav
241,M,48818,wav16_cut/p241_099.wav
259,M,48818,wav16_cut/p259_442.wav
308,F,48818,wav16_cut/p308_289.wav
258,M,48820,wav16_cut/p258_228.wav
301,F,48820,wav16_cut/p301_106.wav
281,M,48820,wav16_cut/p281_452.wav
244,F,48821,wav16_cut/p244_054.wav
323,F,48821,wav16_cut/p323_241.wav
266,F,48821,wav16_cut/p266_251.wav
283,F,48823,wav16_cut/p283_197.wav
233,F,48824,wav16_cut/p233_239.wav
376,M,48825,wav16_cut/p376_094.wav
264,F,48826,wav16_cut/p264_279.wav
249,F,48827,wav16_cut/p249_178.wav
281,M,48827,wav16_cut/p281_278.wav
288,F,48828,wav16_cut/p288_193.wav
266,F,48828,wav16_cut/p266_397.wav
238,F,48829,wav16_cut/p238_186.wav
302,M,48830,wav16_cut/p302_038.wav
263,M,48831,wav16_cut/p263_377.wav
343,F,48832,wav16_cut/p343_079.wav
257,F,48832,wav16_cut/p257_279.wav
270,M,48834,wav16_cut/p270_283.wav
279,M,48836,wav16_cut/p279_012.wav
334,M,48836,wav16_cut/p334_350.wav
330,F,48837,wav16_cut/p330_131.wav
330,F,48838,wav16_cut/p330_350.wav
284,M,48839,wav16_cut/p284_146.wav
238,F,48840,wav16_cut/p238_426.wav
299,F,48840,wav16_cut/p299_157.wav
276,F,48840,wav16_cut/p276_254.wav
277,F,48841,wav16_cut/p277_228.wav
226,M,48841,wav16_cut/p226_268.wav
297,F,48841,wav16_cut/p297_094.wav
326,M,48842,wav16_cut/p326_141.wav
274,M,48842,wav16_cut/p274_163.wav
335,F,48842,wav16_cut/p335_030.wav
310,F,48844,wav16_cut/p310_372.wav
254,M,48844,wav16_cut/p254_030.wav
251,M,48845,wav16_cut/p251_279.wav
362,F,48845,wav16_cut/p362_409.wav
304,M,48845,wav16_cut/p304_300.wav
279,M,48847,wav16_cut/p279_007.wav
260,M,48847,wav16_cut/p260_285.wav
241,M,48847,wav16_cut/p241_237.wav
307,F,48848,wav16_cut/p307_010.wav
238,F,48849,wav16_cut/p238_459.wav
317,F,48849,wav16_cut/p317_278.wav
345,M,48850,wav16_cut/p345_273.wav
