mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex
p374_411_p304_013,374.0,M,304.0,M
p329_005_p317_330,329.0,F,317.0,F
p274_290_p255_302,274.0,M,255.0,M
p307_005_p284_217,307.0,F,284.0,M
p314_014_p282_287,314.0,F,282.0,F
p297_141_p248_119,297.0,F,248.0,F
p279_088_p300_218,279.0,M,300.0,F
p255_009_p323_117,255.0,M,323.0,F
p299_387_p306_232,299.0,F,306.0,F
p228_016_p233_299,228.0,F,233.0,F
p238_069_p316_411,238.0,F,316.0,M
p272_377_p347_054,272.0,M,347.0,M
p237_300_p300_232,237.0,M,300.0,F
p268_020_p306_230,268.0,F,306.0,F
p301_161_p243_214,301.0,F,243.0,M
p334_021_p264_019,334.0,M,264.0,F
p341_276_p311_013,341.0,F,311.0,M
p269_311_p300_362,269.0,F,300.0,F
p300_199_p314_323,300.0,F,314.0,F
p330_398_p248_024,330.0,F,248.0,F
p272_348_p313_388,272.0,M,313.0,F
p230_194_p301_191,230.0,F,301.0,F
p329_078_p256_277,329.0,F,256.0,M
p330_021_p323_055,330.0,F,323.0,F
p274_409_p249_081,274.0,M,249.0,F
p317_345_p237_236,317.0,F,237.0,M
p326_129_p301_032,326.0,M,301.0,F
p245_107_p330_011,245.0,M,330.0,F
p288_302_p293_137,288.0,F,293.0,F
p238_111_p272_212,238.0,F,272.0,M
p281_362_p239_249,281.0,M,239.0,F
p247_009_p339_307,247.0,M,339.0,F
p262_139_p230_239,262.0,F,230.0,F
p227_193_p226_134,227.0,M,226.0,M
p301_359_p376_193,301.0,F,376.0,M
p268_404_p297_096,268.0,F,297.0,F
p302_007_p279_015,302.0,M,279.0,M
p268_004_p226_122,268.0,F,226.0,M
p293_196_p230_215,293.0,F,230.0,F
p265_219_p300_050,265.0,F,300.0,F
p310_292_p276_253,310.0,F,276.0,F
p343_251_p268_018,343.0,F,268.0,F
p248_338_p304_248,248.0,F,304.0,M
p308_181_p256_105,308.0,F,256.0,M
p288_025_p255_156,288.0,F,255.0,M
p364_142_p310_144,364.0,M,310.0,F
p298_371_p232_220,298.0,M,232.0,M
p266_153_p245_059,266.0,F,245.0,M
p262_349_p281_347,262.0,F,281.0,M
p295_292_p264_455,295.0,F,264.0,F
p243_221_p262_246,243.0,M,262.0,F
p333_016_p300_247,333.0,F,300.0,F
p330_419_p288_016,330.0,F,288.0,F
p268_254_p243_369,268.0,F,243.0,M
p360_013_p274_090,360.0,M,274.0,M
p305_192_p234_254,305.0,F,234.0,F
p345_196_p225_220,345.0,M,225.0,F
p234_270_p268_355,234.0,F,268.0,F
p362_053_p277_025,362.0,F,277.0,F
p374_031_p306_105,374.0,M,306.0,F
p272_293_p345_185,272.0,M,345.0,M
p271_091_p259_386,271.0,M,259.0,M
p306_124_p333_375,306.0,F,333.0,F
p261_016_p300_024,261.0,F,300.0,F
p364_173_p341_101,364.0,M,341.0,F
p275_003_p298_270,275.0,M,298.0,M
p226_293_p247_005,226.0,M,247.0,M
p351_332_p234_121,351.0,F,234.0,F
p271_090_p300_144,271.0,M,300.0,F
p306_334_p303_102,306.0,F,303.0,F
p273_012_p298_096,273.0,M,298.0,M
p318_162_p306_295,318.0,F,306.0,F
p227_060_p301_254,227.0,M,301.0,F
p249_105_p330_122,249.0,F,330.0,F
p230_228_p297_031,230.0,F,297.0,F
p347_088_p262_137,347.0,M,262.0,F
p238_342_p347_002,238.0,F,347.0,M
p297_127_p343_117,297.0,F,343.0,F
p261_421_p240_081,261.0,F,240.0,F
p282_259_p239_267,282.0,F,239.0,F
p303_074_p277_218,303.0,F,277.0,F
p252_011_p271_031,252.0,M,271.0,M
p302_068_p275_089,302.0,M,275.0,M
p261_439_p362_018,261.0,F,362.0,F
p264_339_p305_238,264.0,F,305.0,F
p295_064_p300_253,295.0,F,300.0,F
p273_018_p226_329,273.0,M,226.0,M
p326_075_p263_023,326.0,M,263.0,M
p295_273_p263_281,295.0,F,263.0,M
p229_329_p317_009,229.0,F,317.0,F
p237_005_p265_161,237.0,M,265.0,F
p251_151_p307_102,251.0,M,307.0,F
p228_149_p312_015,228.0,F,312.0,F
p230_002_p281_238,230.0,F,281.0,M
p303_139_p238_273,303.0,F,238.0,F
p308_094_p264_030,308.0,F,264.0,F
p305_386_p318_014,305.0,F,318.0,F
p306_088_p265_020,306.0,F,265.0,F
p246_095_p345_195,246.0,M,345.0,M
p277_257_p284_022,277.0,F,284.0,M
p329_106_p240_013,329.0,F,240.0,F
p345_260_p317_104,345.0,M,317.0,F
p345_019_p284_232,345.0,M,284.0,M
p347_319_p246_131,347.0,M,246.0,M
p249_024_p298_211,249.0,F,298.0,M
p341_014_p285_068,341.0,F,285.0,M
p260_131_p306_167,260.0,M,306.0,F
p238_159_p374_054,238.0,F,374.0,M
p226_274_p277_435,226.0,M,277.0,F
p269_206_p308_197,269.0,F,308.0,F
p362_194_p312_020,362.0,F,312.0,F
p236_451_p281_016,236.0,F,281.0,M
p310_117_p307_382,310.0,F,307.0,F
p307_349_p298_113,307.0,F,298.0,M
p341_263_p226_094,341.0,F,226.0,M
p226_104_p234_213,226.0,M,234.0,F
p300_171_p301_058,300.0,F,301.0,F
p265_281_p293_218,265.0,F,293.0,F
p293_096_p270_210,293.0,F,270.0,M
p313_098_p271_293,313.0,F,271.0,M
p295_366_p263_149,295.0,F,263.0,M
p334_015_p261_003,334.0,M,261.0,F
p255_006_p266_022,255.0,M,266.0,F
p295_226_p255_062,295.0,F,255.0,M
p301_276_p263_457,301.0,F,263.0,M
p336_021_p308_279,336.0,F,308.0,F
p341_373_p277_342,341.0,F,277.0,F
p229_252_p259_043,229.0,F,259.0,M
p361_024_p271_436,361.0,F,271.0,M
p265_031_p297_084,265.0,F,297.0,F
p238_025_p253_242,238.0,F,253.0,F
p256_071_p334_155,256.0,M,334.0,M
p302_020_p261_324,302.0,M,261.0,F
p343_050_p307_255,343.0,F,307.0,F
p243_333_p317_213,243.0,M,317.0,F
p266_093_p237_274,266.0,F,237.0,M
p340_139_p226_017,340.0,F,226.0,M
p271_393_p275_411,271.0,M,275.0,M
p295_282_p362_286,295.0,F,362.0,F
p334_375_p307_063,334.0,M,307.0,F
p292_013_p264_086,292.0,M,264.0,F
p240_106_p258_087,240.0,F,258.0,M
p310_213_p335_092,310.0,F,335.0,F
p282_017_p374_128,282.0,F,374.0,M
p307_106_p243_012,307.0,F,243.0,M
p294_374_p295_074,294.0,F,295.0,F
p277_123_p364_108,277.0,F,364.0,M
p253_207_p234_180,253.0,F,234.0,F
p302_098_p335_411,302.0,M,335.0,F
p307_045_p237_068,307.0,F,237.0,M
p363_011_p314_067,363.0,M,314.0,F
p334_009_p239_102,334.0,M,239.0,F
p256_275_p288_198,256.0,M,288.0,F
p374_206_p282_075,374.0,M,282.0,F
p248_310_p275_076,248.0,F,275.0,M
p297_052_p330_169,297.0,F,330.0,F
p311_012_p259_318,311.0,M,259.0,M
p247_006_p238_006,247.0,M,238.0,F
p343_132_p240_363,343.0,F,240.0,F
p306_287_p277_004,306.0,F,277.0,F
p266_216_p241_340,266.0,F,241.0,M
p284_044_p307_413,284.0,M,307.0,F
p347_032_p329_330,347.0,M,329.0,F
p226_368_p262_366,226.0,M,262.0,F
p364_018_p274_095,364.0,M,274.0,M
p233_321_p317_102,233.0,F,317.0,F
p363_013_p298_079,363.0,M,298.0,M
p301_369_p340_212,301.0,F,340.0,F
p270_207_p225_325,270.0,M,225.0,F
p268_191_p229_150,268.0,F,229.0,F
p303_068_p261_336,303.0,F,261.0,F
p301_133_p277_459,301.0,F,277.0,F
p277_332_p240_373,277.0,F,240.0,F
p330_209_p278_004,330.0,F,278.0,M
p288_242_p248_353,288.0,F,248.0,F
p364_246_p334_369,364.0,M,334.0,M
p272_173_p310_170,272.0,M,310.0,F
p303_069_p306_222,303.0,F,306.0,F
p326_212_p299_192,326.0,M,299.0,F
p341_337_p298_167,341.0,F,298.0,M
p284_182_p281_010,284.0,M,281.0,M
p317_041_p330_291,317.0,F,330.0,F
p347_392_p265_065,347.0,M,265.0,F
p317_324_p240_126,317.0,F,240.0,F
p306_220_p229_160,306.0,F,229.0,F
p225_354_p297_072,225.0,F,297.0,F
p256_310_p330_289,256.0,M,330.0,F
p272_230_p293_085,272.0,M,293.0,F
p281_160_p283_424,281.0,M,283.0,F
p246_186_p225_279,246.0,M,225.0,F
p248_340_p323_136,248.0,F,323.0,F
p230_168_p275_393,230.0,F,275.0,M
p293_142_p282_024,293.0,F,282.0,F
p298_145_p263_218,298.0,M,263.0,M
p264_142_p306_285,264.0,F,306.0,F
p270_002_p305_129,270.0,M,305.0,F
p361_021_p251_179,361.0,F,251.0,M
p302_163_p254_275,302.0,M,254.0,M
p304_016_p259_230,304.0,M,259.0,M
p274_055_p278_153,274.0,M,278.0,M
p258_104_p264_418,258.0,M,264.0,F
p264_247_p298_168,264.0,F,298.0,M
p249_258_p364_177,249.0,F,364.0,M
p318_125_p287_064,318.0,F,287.0,M
p255_004_p248_267,255.0,M,248.0,F
p326_274_p231_020,326.0,M,231.0,F
p336_003_p298_155,336.0,F,298.0,M
p275_425_p341_043,275.0,M,341.0,F
p292_023_p237_254,292.0,M,237.0,M
p248_178_p351_344,248.0,F,351.0,F
p297_221_p262_029,297.0,F,262.0,F
p269_367_p288_134,269.0,F,288.0,F
p253_199_p256_195,253.0,F,256.0,M
p243_208_p278_399,243.0,M,278.0,M
p323_213_p329_022,323.0,F,329.0,F
p323_240_p234_159,323.0,F,234.0,F
p300_262_p226_306,300.0,F,226.0,M
p238_340_p347_212,238.0,F,347.0,M
p250_022_p303_158,250.0,F,303.0,F
p262_020_p252_378,262.0,F,252.0,M
p307_133_p315_027,307.0,F,315.0,M
p244_381_p226_258,244.0,F,226.0,M
p374_056_p304_108,374.0,M,304.0,M
p249_311_p265_051,249.0,F,265.0,F
p247_162_p281_011,247.0,M,281.0,M
p241_225_p307_151,241.0,M,307.0,F
p269_066_p300_084,269.0,F,300.0,F
p360_007_p326_198,360.0,M,326.0,M
p240_272_p260_147,240.0,F,260.0,M
p255_183_p307_319,255.0,M,307.0,F
p276_406_p329_398,276.0,F,329.0,F
p239_047_p307_263,239.0,F,307.0,F
p252_353_p254_118,252.0,M,254.0,M
p266_345_p293_334,266.0,F,293.0,F
p232_012_p315_031,232.0,M,315.0,M
p233_077_p255_269,233.0,F,255.0,M
p233_240_p226_156,233.0,F,226.0,M
p251_166_p326_364,251.0,M,326.0,M
p277_194_p362_223,277.0,F,362.0,F
p266_367_p228_172,266.0,F,228.0,F
p229_271_p264_304,229.0,F,264.0,F
p243_389_p335_386,243.0,M,335.0,F
p323_281_p226_333,323.0,F,226.0,M
p330_144_p245_093,330.0,F,245.0,M
p304_015_p298_127,304.0,M,298.0,M
p310_360_p313_049,310.0,F,313.0,F
p314_402_p298_263,314.0,F,298.0,M
p326_025_p293_296,326.0,M,293.0,F
p239_215_p303_011,239.0,F,303.0,F
p306_072_p315_004,306.0,F,315.0,M
p307_072_p316_080,307.0,F,316.0,M
p286_036_p362_231,286.0,M,362.0,F
p266_020_p244_009,266.0,F,244.0,F
p234_051_p245_266,234.0,F,245.0,M
p297_037_p362_298,297.0,F,362.0,F
p364_260_p240_150,364.0,M,240.0,F
p300_060_p306_073,300.0,F,306.0,F
p301_107_p310_002,301.0,F,310.0,F
p330_207_p228_125,330.0,F,228.0,F
p283_016_p364_278,283.0,F,364.0,M
p306_068_p260_019,306.0,F,260.0,M
p284_213_p308_097,284.0,M,308.0,F
p239_280_p334_197,239.0,F,334.0,M
p227_082_p275_365,227.0,M,275.0,M
p288_265_p259_431,288.0,F,259.0,M
p244_005_p240_256,244.0,F,240.0,F
p273_138_p249_108,273.0,M,249.0,F
p279_007_p278_152,279.0,M,278.0,M
p301_230_p261_002,301.0,F,261.0,F
p339_221_p307_092,339.0,F,307.0,F
p243_007_p245_024,243.0,M,245.0,M
p231_015_p277_262,231.0,F,277.0,F
p264_171_p256_072,264.0,F,256.0,M
p246_162_p229_203,246.0,M,229.0,F
p281_430_p226_311,281.0,M,226.0,M
p251_142_p376_020,251.0,M,376.0,M
p330_091_p254_019,330.0,F,254.0,M
p275_306_p323_169,275.0,M,323.0,F
p262_009_p317_351,262.0,F,317.0,F
p300_184_p307_099,300.0,F,307.0,F
p297_325_p302_248,297.0,F,302.0,M
p229_016_p238_147,229.0,F,238.0,F
p303_053_p335_122,303.0,F,335.0,F
p247_361_p310_011,247.0,M,310.0,F
p243_003_p283_123,243.0,M,283.0,F
p323_013_p345_003,323.0,F,345.0,M
p293_128_p298_280,293.0,F,298.0,M
p249_224_p250_007,249.0,F,250.0,F
p243_023_p277_018,243.0,M,277.0,F
p253_143_p247_184,253.0,F,247.0,M
p300_263_p253_338,300.0,F,253.0,F
p281_317_p238_268,281.0,M,238.0,F
p301_296_p361_005,301.0,F,361.0,F
p298_350_p282_011,298.0,M,282.0,F
p238_401_p298_199,238.0,F,298.0,M
p326_341_p286_306,326.0,M,286.0,M
p297_061_p301_271,297.0,F,301.0,F
p228_015_p347_405,228.0,F,347.0,M
p255_329_p334_355,255.0,M,334.0,M
p277_156_p288_092,277.0,F,288.0,F
p225_061_p351_023,225.0,F,351.0,F
p298_081_p282_323,298.0,M,282.0,F
p306_253_p266_351,306.0,F,266.0,F
p272_400_p248_094,272.0,M,248.0,F
p285_296_p295_017,285.0,M,295.0,F
p245_327_p241_286,245.0,M,241.0,M
p298_061_p228_198,298.0,M,228.0,F
p228_362_p248_301,228.0,F,248.0,F
p293_022_p329_070,293.0,F,329.0,F
p255_206_p234_182,255.0,M,234.0,F
p310_013_p256_035,310.0,F,256.0,M
p228_112_p266_212,228.0,F,266.0,F
p240_245_p245_244,240.0,F,245.0,M
p310_051_p229_302,310.0,F,229.0,F
p226_343_p229_380,226.0,M,229.0,F
p341_081_p330_047,341.0,F,330.0,F
p282_006_p374_073,282.0,F,374.0,M
p300_006_p246_283,300.0,F,246.0,M
p302_006_p253_191,302.0,M,253.0,F
p228_117_p300_058,228.0,F,300.0,F
p317_280_p246_160,317.0,F,246.0,M
p300_326_p241_122,300.0,F,241.0,M
p306_335_p246_014,306.0,F,246.0,M
p238_044_p330_393,238.0,F,330.0,F
p285_199_p234_161,285.0,M,234.0,F
p298_100_p330_135,298.0,M,330.0,F
p254_348_p247_322,254.0,M,247.0,M
p298_094_p329_275,298.0,M,329.0,F
p259_381_p274_105,259.0,M,274.0,M
p275_018_p243_163,275.0,M,243.0,M
p248_344_p259_065,248.0,F,259.0,M
p347_312_p308_413,347.0,M,308.0,F
p251_027_p318_020,251.0,M,318.0,F
p303_305_p299_015,303.0,F,299.0,F
p306_252_p267_004,306.0,F,267.0,F
p304_019_p277_049,304.0,M,277.0,F
p313_355_p268_411,313.0,F,268.0,F
p306_166_p259_320,306.0,F,259.0,M
p239_004_p225_202,239.0,F,225.0,F
p364_100_p269_141,364.0,M,269.0,F
p364_042_p252_252,364.0,M,252.0,M
p262_170_p229_011,262.0,F,229.0,F
p237_007_p279_045,237.0,M,279.0,M
p363_009_p330_297,363.0,M,330.0,F
p303_179_p287_063,303.0,F,287.0,M
p316_009_p274_389,316.0,M,274.0,M
p301_214_p232_020,301.0,F,232.0,M
p312_022_p257_223,312.0,F,257.0,F
p341_334_p276_070,341.0,F,276.0,F
p300_216_p277_014,300.0,F,277.0,F
p264_382_p303_095,264.0,F,303.0,F
p252_244_p295_295,252.0,M,295.0,F
p307_180_p232_006,307.0,F,232.0,M
p253_180_p300_330,253.0,F,300.0,F
p248_232_p240_266,248.0,F,240.0,F
p234_018_p293_147,234.0,F,293.0,F
p263_282_p308_173,263.0,M,308.0,F
p306_215_p254_167,306.0,F,254.0,M
p301_110_p329_098,301.0,F,329.0,F
p303_051_p286_164,303.0,F,286.0,M
p333_201_p334_359,333.0,F,334.0,M
p228_102_p230_089,228.0,F,230.0,F
p226_305_p303_035,226.0,M,303.0,F
p245_112_p293_156,245.0,M,293.0,F
p318_068_p335_273,318.0,F,335.0,F
p247_125_p256_145,247.0,M,256.0,M
p301_382_p303_311,301.0,F,303.0,F
p252_124_p301_196,252.0,M,301.0,F
p230_148_p229_007,230.0,F,229.0,F
p330_384_p364_011,330.0,F,364.0,M
p256_126_p243_272,256.0,M,243.0,M
p305_311_p295_020,305.0,F,295.0,F
p237_345_p270_427,237.0,M,270.0,M
p362_237_p281_452,362.0,F,281.0,M
p305_163_p340_014,305.0,F,340.0,F
p300_300_p301_269,300.0,F,301.0,F
p276_175_p251_314,276.0,F,251.0,M
p297_019_p265_133,297.0,F,265.0,F
p256_083_p300_240,256.0,M,300.0,F
p232_022_p276_254,232.0,M,276.0,F
p256_023_p305_286,256.0,M,305.0,F
p225_017_p276_136,225.0,F,276.0,F
p316_356_p246_033,316.0,M,246.0,M
p323_252_p249_005,323.0,F,249.0,F
p298_399_p249_128,298.0,M,249.0,F
p247_027_p330_225,247.0,M,330.0,F
p362_009_p298_227,362.0,F,298.0,M
p335_270_p281_104,335.0,F,281.0,M
p326_108_p301_258,326.0,M,301.0,F
p278_041_p301_238,278.0,M,301.0,F
p228_357_p232_123,228.0,F,232.0,M
p300_048_p295_227,300.0,F,295.0,F
p301_264_p347_021,301.0,F,347.0,M
p298_234_p250_173,298.0,M,250.0,F
p254_024_p285_008,254.0,M,285.0,M
p307_023_p250_005,307.0,F,250.0,F
p255_075_p269_121,255.0,M,269.0,F
p257_262_p347_398,257.0,F,347.0,M
p226_070_p264_493,226.0,M,264.0,F
p240_190_p297_021,240.0,F,297.0,F
p301_220_p293_019,301.0,F,293.0,F
p314_339_p260_008,314.0,F,260.0,M
p351_138_p265_077,351.0,F,265.0,F
p284_122_p265_016,284.0,M,265.0,F
p264_268_p311_015,264.0,F,311.0,M
p282_204_p307_070,282.0,F,307.0,F
p270_014_p303_135,270.0,M,303.0,F
p310_280_p276_193,310.0,F,276.0,F
p364_005_p318_132,364.0,M,318.0,F
p313_078_p307_089,313.0,F,307.0,F
p246_105_p314_117,246.0,M,314.0,F
p255_277_p301_094,255.0,M,301.0,F
p264_238_p308_020,264.0,F,308.0,F
p347_023_p300_252,347.0,M,300.0,F
p315_308_p306_078,315.0,M,306.0,F
p279_021_p238_005,279.0,M,238.0,F
p330_090_p243_052,330.0,F,243.0,M
p316_334_p270_024,316.0,M,270.0,M
p281_007_p225_294,281.0,M,225.0,F
p252_030_p295_131,252.0,M,295.0,F
p239_093_p238_083,239.0,F,238.0,F
p294_017_p313_154,294.0,F,313.0,F
p233_246_p292_148,233.0,F,292.0,M
p230_030_p317_224,230.0,F,317.0,F
p300_217_p259_157,300.0,F,259.0,M
p265_007_p308_253,265.0,F,308.0,F
p255_299_p253_024,255.0,M,253.0,F
p259_009_p339_102,259.0,M,339.0,F
p233_023_p251_064,233.0,F,251.0,M
p257_142_p329_300,257.0,F,329.0,F
p276_338_p341_073,276.0,F,341.0,F
p282_215_p286_375,282.0,F,286.0,M
p304_020_p278_159,304.0,M,278.0,M
p343_011_p286_210,343.0,F,286.0,M
p292_346_p243_256,292.0,M,243.0,M
p256_007_p264_203,256.0,M,264.0,F
p246_219_p282_338,246.0,M,282.0,F
p293_136_p237_028,293.0,F,237.0,M
p314_024_p303_312,314.0,F,303.0,F
p228_139_p323_328,228.0,F,323.0,F
p293_050_p286_100,293.0,F,286.0,M
p264_014_p228_295,264.0,F,228.0,F
p288_008_p362_094,288.0,F,362.0,F
p237_030_p269_022,237.0,M,269.0,F
p240_055_p303_242,240.0,F,303.0,F
p300_359_p264_200,300.0,F,264.0,F
p255_237_p293_056,255.0,M,293.0,F
p341_047_p376_172,341.0,F,376.0,M
p243_054_p240_175,243.0,M,240.0,F
p293_206_p285_019,293.0,F,285.0,M
p272_179_p300_055,272.0,M,300.0,F
p258_366_p302_293,258.0,M,302.0,M
p297_416_p272_008,297.0,F,272.0,M
p241_174_p295_194,241.0,M,295.0,F
p303_337_p341_052,303.0,F,341.0,F
p293_230_p347_342,293.0,F,347.0,M
p314_028_p245_205,314.0,F,245.0,M
p243_349_p297_013,243.0,M,297.0,F
p329_107_p303_157,329.0,F,303.0,F
p281_432_p303_168,281.0,M,303.0,F
p303_257_p252_305,303.0,F,252.0,M
p286_006_p258_374,286.0,M,258.0,M
p265_140_p363_019,265.0,F,363.0,M
p293_071_p275_263,293.0,F,275.0,M
p253_227_p275_026,253.0,F,275.0,M
p237_002_p329_210,237.0,M,329.0,F
p238_048_p285_213,238.0,F,285.0,M
p301_354_p277_082,301.0,F,277.0,F
p238_033_p334_012,238.0,F,334.0,M
p298_323_p230_007,298.0,M,230.0,F
p326_311_p248_226,326.0,M,248.0,F
p228_237_p341_301,228.0,F,341.0,F
p265_309_p274_284,265.0,F,274.0,M
p241_013_p323_005,241.0,M,323.0,F
p248_014_p298_336,248.0,F,298.0,M
p306_308_p249_054,306.0,F,249.0,F
p300_209_p248_091,300.0,F,248.0,F
p335_071_p234_009,335.0,F,234.0,F
p308_137_p245_247,308.0,F,245.0,M
p272_262_p285_069,272.0,M,285.0,M
p288_235_p323_365,288.0,F,323.0,F
p274_169_p245_064,274.0,M,245.0,M
p329_153_p251_016,329.0,F,251.0,M
p293_291_p277_177,293.0,F,277.0,F
p271_442_p306_288,271.0,M,306.0,F
p276_249_p275_113,276.0,F,275.0,M
p292_016_p345_316,292.0,M,345.0,M
p245_098_p255_014,245.0,M,255.0,M
p239_006_p277_303,239.0,F,277.0,F
p271_040_p225_366,271.0,M,225.0,F
p302_101_p274_021,302.0,M,274.0,M
p297_157_p301_261,297.0,F,301.0,F
p229_023_p272_412,229.0,F,272.0,M
p260_335_p335_234,260.0,M,335.0,F
p313_292_p237_015,313.0,F,237.0,M
p234_068_p302_289,234.0,F,302.0,M
p347_025_p272_339,347.0,M,272.0,M
p272_078_p310_197,272.0,M,310.0,F
p229_054_p268_070,229.0,F,268.0,F
p310_401_p300_348,310.0,F,300.0,F
p341_197_p226_015,341.0,F,226.0,M
p292_320_p335_420,292.0,M,335.0,F
p286_160_p277_041,286.0,M,277.0,F
p266_008_p310_020,266.0,F,310.0,F
p263_050_p279_005,263.0,M,279.0,M
p302_008_p335_053,302.0,M,335.0,F
p238_278_p297_122,238.0,F,297.0,F
p282_322_p308_411,282.0,F,308.0,F
p297_042_p293_243,297.0,F,293.0,F
p277_042_p300_134,277.0,F,300.0,F
p301_202_p299_363,301.0,F,299.0,F
p330_036_p232_104,330.0,F,232.0,M
p281_046_p307_065,281.0,M,307.0,F
p298_053_p317_185,298.0,M,317.0,F
p310_423_p264_344,310.0,F,264.0,F
p323_183_p300_007,323.0,F,300.0,F
p243_248_p259_400,243.0,M,259.0,M
p238_312_p266_011,238.0,F,266.0,F
p244_015_p275_075,244.0,F,275.0,M
p286_299_p347_195,286.0,M,347.0,M
p329_372_p270_125,329.0,F,270.0,M
p245_175_p295_280,245.0,M,295.0,F
p259_446_p294_014,259.0,M,294.0,F
p330_271_p298_004,330.0,F,298.0,M
p300_337_p295_006,300.0,F,295.0,F
p228_007_p266_292,228.0,F,266.0,F
p276_092_p282_336,276.0,F,282.0,F
p347_085_p275_298,347.0,M,275.0,M
p292_015_p234_307,292.0,M,234.0,F
p225_165_p264_087,225.0,F,264.0,F
p306_286_p288_032,306.0,F,288.0,F
p234_279_p270_208,234.0,F,270.0,M
p305_327_p286_158,305.0,F,286.0,M
p341_388_p297_075,341.0,F,297.0,F
p225_039_p259_066,225.0,F,259.0,M
p233_241_p240_052,233.0,F,240.0,F
p326_031_p329_314,326.0,M,329.0,F
p288_014_p301_352,288.0,F,301.0,F
p270_420_p311_057,270.0,M,311.0,M
p226_071_p323_102,226.0,M,323.0,F
p341_070_p265_061,341.0,F,265.0,F
p293_135_p277_068,293.0,F,277.0,F
p243_332_p293_321,243.0,M,293.0,F
p255_158_p341_050,255.0,M,341.0,F
p335_223_p298_266,335.0,F,298.0,M
p288_267_p269_029,288.0,F,269.0,F
p226_230_p276_021,226.0,M,276.0,F
p270_068_p243_359,270.0,M,243.0,M
p334_023_p308_270,334.0,M,308.0,F
p326_013_p293_118,326.0,M,293.0,F
p330_008_p305_237,330.0,F,305.0,F
p313_093_p252_013,313.0,F,252.0,M
p276_438_p271_019,276.0,F,271.0,M
p288_402_p310_324,288.0,F,310.0,F
p301_240_p245_004,301.0,F,245.0,M
p363_022_p326_268,363.0,M,326.0,M
p227_371_p270_310,227.0,M,270.0,M
p271_041_p238_448,271.0,M,238.0,F
p256_026_p230_321,256.0,M,230.0,F
p228_244_p277_054,228.0,F,277.0,F
p283_074_p303_037,283.0,F,303.0,F
p283_002_p326_020,283.0,F,326.0,M
p237_073_p236_199,237.0,M,236.0,F
p230_057_p249_025,230.0,F,249.0,F
p264_139_p330_401,264.0,F,330.0,F
p251_284_p252_021,251.0,M,252.0,M
p297_009_p253_262,297.0,F,253.0,F
p256_306_p232_160,256.0,M,232.0,M
p341_147_p266_151,341.0,F,266.0,F
p225_023_p323_070,225.0,F,323.0,F
p238_415_p272_108,238.0,F,272.0,M
p258_410_p268_410,258.0,M,268.0,F
p329_265_p264_276,329.0,F,264.0,F
p333_316_p272_245,333.0,F,272.0,M
